% # columns="iteration, evaluation, void, void, void, xmean", seed=81362, Thu Dec  3 18:37:58 2020, <python>{}</python> # scaling_of_variables: 1, typical_x: 0
1 6 0 0 0 0.8054331477582285 -0.9470171925571457
2 12 0 0 0 0.5749118238934573 -0.9499850257449345
3 18 0 0 0 0.5124923640265964 -0.6204052764865572
4 24 0 0 0 0.23672856457065256 -0.417090605431612
5 30 0 0 0 -0.12459643306219165 -0.06570247709340504
6 36 0 0 0 -0.07160904073409458 -0.23429866941211683
7 42 0 0 0 -0.2396192934717299 -0.043526622849783064
8 48 0 0 0 -0.21006335714678664 0.04758549565798345
9 54 0 0 0 -0.03610121438841085 0.015942450378537004
10 60 0 0 0 -0.07697563588472506 0.07739795056598393
11 66 0 0 0 -0.061258517384438924 -0.03029618112096598
12 72 0 0 0 -0.01019720949014967 -0.014589357623609411
13 78 0 0 0 -0.04775120773603438 0.01918015816744023
14 84 0 0 0 -0.01470061774475264 0.023031638593873735
15 90 0 0 0 0.02606039962904013 0.013393105080278703
16 96 0 0 0 -0.0011991862529070647 0.007964619035675127
17 102 0 0 0 0.00686722788621941 0.0023750962174817177
18 108 0 0 0 0.004937256991081254 0.0006808548821964733
19 114 0 0 0 0.0006552992980709913 -0.0010781902568819711
20 120 0 0 0 -0.002868546963709279 -0.004370081928284652
21 126 0 0 0 -0.0018669791821124388 -0.0019514533033101016
22 132 0 0 0 -0.00012216417934453544 0.0002983180402796057
23 138 0 0 0 -0.0007157843706121422 -0.0010650242265774516
24 144 0 0 0 -0.0002138951562380123 -0.0006115780332621032
25 150 0 0 0 -0.0008171365160623307 -0.00023910074899398132
26 156 0 0 0 -0.0009838607503069462 -0.0004069459799274657
27 162 0 0 0 -0.0004119555268644404 -0.0005153422087612182
28 168 0 0 0 7.92655618468926e-05 -0.00031638491314442906
29 174 0 0 0 -6.08747359368195e-05 -3.226039842682603e-05
30 180 0 0 0 8.389914293381045e-05 -0.0002310727014255572
31 186 0 0 0 -8.785330481294199e-05 -7.739995072169963e-05
32 192 0 0 0 -8.154505545749025e-06 -0.00014906424289739406
33 198 0 0 0 0.00010063913762224831 -1.1056349558627416e-05
34 204 0 0 0 5.449743223839132e-05 2.1003206901561146e-05
35 210 0 0 0 3.185910492876683e-05 2.257090723437013e-05
36 216 0 0 0 2.5273698608492894e-05 -2.5516311884210926e-06
37 222 0 0 0 1.5390113293723927e-05 7.2738603697770295e-06
38 228 0 0 0 -4.719215368592067e-06 -1.6953685035002104e-05
39 234 0 0 0 4.008431196384862e-06 7.397858742117831e-07
40 240 0 0 0 2.1120861931629014e-05 1.9727364798867423e-05
41 246 0 0 0 7.823045640555249e-07 1.4328558598666633e-06
42 252 0 0 0 6.364697332644051e-06 -1.360215616829817e-06
43 258 0 0 0 1.6261634642303076e-06 -5.20853920273011e-06
44 264 0 0 0 1.066631582901191e-06 -3.306140950258909e-06
45 270 0 0 0 6.411856237992429e-07 1.3404716500918107e-06
46 276 0 0 0 1.302338527112152e-06 -7.171565398463868e-07
47 282 0 0 0 4.058978074938842e-06 -1.5518070078081868e-06
48 288 0 0 0 -1.66096416444631e-07 -1.0255928616531226e-06
49 294 0 0 0 -7.945322984266243e-07 4.570376881416207e-07
50 300 0 0 0 1.3231321908452073e-07 -1.6206392668917524e-06
51 306 0 0 0 -3.154651491747336e-07 5.38274873086676e-07
52 312 0 0 0 -9.442291183600533e-07 -2.6088894999165265e-07
53 318 0 0 0 -1.0196707799218782e-06 -1.9206190927076282e-07
54 324 0 0 0 -3.9550162428136775e-07 1.220206902394888e-07
55 330 0 0 0 7.057925212601635e-08 2.0099835762604778e-07
56 336 0 0 0 6.228112079161269e-08 1.0216167160615804e-08
57 342 0 0 0 1.1890729143561649e-08 6.725148087823984e-08
58 348 0 0 0 1.752776648743979e-07 -6.960152623037346e-08
59 354 0 0 0 9.959565898389892e-08 -2.6357853408226715e-08
60 360 0 0 0 -3.00981094360813e-08 -9.464103494873071e-09
61 366 0 0 0 -2.3815398986248006e-08 -4.147231618446412e-08
62 372 0 0 0 -3.10238224177246e-08 -6.244827303337135e-08
63 378 0 0 0 -1.3779104619825876e-09 -3.1265414647801185e-08
64 384 0 0 0 5.070932364317494e-09 -1.9840461232746928e-08
65 390 0 0 0 1.7664189537553303e-08 -1.821734243399027e-08
66 396 0 0 0 1.147217812454594e-09 -9.751069714773914e-09
67 402 0 0 0 7.382544667395214e-09 -1.3925798347224057e-08
68 408 0 0 0 9.856916798425645e-10 -1.2843275842808803e-09
69 414 0 0 0 -2.613530978082309e-09 -7.804305900372952e-09
70 420 0 0 0 -4.641569769949492e-09 -6.895728845260585e-09
70 420 0 0 0 -4.641569769949492e-09 -6.895728845260585e-09
